Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth at Start Position [m],CTD File,CTD File Flag,Niskin/Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,CTD Salinity 1 [psu],CTD Salinity 2 [psu],CTD Oxygen [mL/L],CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Replicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Replicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Replicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Replicate Flag,Discrete Alkalinity [umol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Replicate Flag,Discrete DIC [umol/kg],Discrete DIC Flag,Discrete DIC Replicate Flag,Discrete pCO2 [uatm],pCO2 Analysis Temp [deg C],Discrete pCO2 Flag,Discrete pCO2 Replicate Flag,Discrete pH [Total scale],pH Analysis Temp [deg C],Discrete pH Flag,Discrete pH Replicate Flag,Calculated Alkalinity [umol/kg],Calculated DIC [umol/kg],Calculated pCO2 [uatm],Calculated pH,Calculated CO2aq [umol/kg],Calculated Bicarb [umol/kg],Calculated CO3 [umol/kg],Calculated Omega-C,Calculated Omega-A
AR30-03,1,Release Test,62.7715,-28.6566666666667,2018-06-06 08:16:04+00:00,1,*0000000000000100,1858,D:\Data\ar30-03001.hex,*0000000000000100,1,*0000000000000100,2018-06-06T09:26:42.000Z,148.209,*0000000000000100,146.727,62.7739,-28.65319,6.1764,*0000000000000100,6.1704,*0000000000000100,3.455169,*0000000000000100,3.454611,*0000000000000100,34.9512,34.9511,6.2855,*0000000000000100,6.88271,-9999999,-9999999,19.0368,0.8578,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,1,Release Test,62.7715,-28.6566666666667,2018-06-06 08:16:04+00:00,1,*0000000000000100,1858,D:\Data\ar30-03001.hex,*0000000000000100,2,*0000000000000100,2018-06-06T09:31:25.000Z,105.773,*0000000000000100,104.726,62.77408,-28.65296,6.4277,*0000000000000100,6.4273,*0000000000000100,3.476623,*0000000000000100,3.476591,*0000000000000100,34.9553,34.9554,6.3981,*0000000000000100,6.84254,-9999999,-9999999,19.1611,0.8311,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,1,Release Test,62.7715,-28.6566666666667,2018-06-06 08:16:04+00:00,1,*0000000000000100,1858,D:\Data\ar30-03001.hex,*0000000000000100,3,*0000000000000100,2018-06-06T09:36:05.000Z,40.563,*0000000000000100,40.167,62.77418,-28.6528,6.7659,*0000000000000100,6.7668,*0000000000000100,3.505544,*0000000000000100,3.505613,*0000000000000100,34.9647,34.9645,6.6604,*0000000000000100,6.78899,-9999999,-9999999,21.4223,0.4769,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,1,Release Test,62.7715,-28.6566666666667,2018-06-06 08:16:04+00:00,1,*0000000000000100,1858,D:\Data\ar30-03001.hex,*0000000000000100,4,*0000000000000100,2018-06-06T09:38:14.000Z,23.395,*0000000000000100,23.168,62.7742,-28.65278,7.1446,*0000000000000100,7.1685,*0000000000000100,3.540467,*0000000000000100,3.542229,*0000000000000100,34.9734,34.9686,7.0707,*0000000000000100,6.72998,-9999999,-9999999,26.6674,0.1282,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,1,Release Test,62.7715,-28.6566666666667,2018-06-06 08:16:04+00:00,1,*0000000000000100,1858,D:\Data\ar30-03001.hex,*0000000000000100,5,*0000000000000100,2018-06-06T09:39:31.000Z,15.493,*0000000000000100,15.343,62.77426,-28.65268,7.3552,*0000000000000100,7.3551,*0000000000000100,3.558928,*0000000000000100,3.558911,*0000000000000100,34.9664,34.9663,7.0591,*0000000000000100,6.69807,-9999999,-9999999,28.1697,0.1376,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,1,Release Test,62.7715,-28.6566666666667,2018-06-06 08:16:04+00:00,1,*0000000000000100,1858,D:\Data\ar30-03001.hex,*0000000000000100,6,*0000000000000100,2018-06-06T09:41:34.000Z,2.739,*0000000000000100,2.713,62.77432,-28.65258,7.3695,*0000000000000100,7.3698,*0000000000000100,3.559666,*0000000000000100,3.559626,*0000000000000100,34.9664,34.9657,7.0726,*0000000000000100,6.69589,-9999999,-9999999,22.2056,0.3952,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,1,Release Test,62.7715,-28.6566666666667,2018-06-06 08:16:04+00:00,1,*0000000000000100,1858,D:\Data\ar30-03001.hex,*0000000000000100,7,*0000000000000100,2018-06-06T09:41:42.000Z,2.972,*0000000000000100,2.943,62.77432,-28.65257,7.371,*0000000000000100,7.3712,*0000000000000100,3.559819,*0000000000000100,3.559834,*0000000000000100,34.9665,34.9664,7.0735,*0000000000000100,6.69567,-9999999,-9999999,22.1383,0.3963,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,2,Release Test,62.4925,-29.7985,2018-06-06 13:17:00+00:00,2,*0000000100000000,1956,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999.0,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999.0,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,02b,Release Test,62.5021666666667,-29.7983333333333,2018-06-06 14:12:41+00:00,02b,*0000000000000010,1956,D:\Data\ar30-03002b.hex,*0000000000000100,1,*0000000000000100,2018-06-06T14:24:52.000Z,155.36,*0000000000000100,153.807,62.5042,-29.79834,6.5441,*0000000000000100,6.5448,*0000000000000100,3.491486,*0000000000000100,3.491553,*0000000000000100,34.9768,34.9768,6.2735,*0000000000000100,6.8232,-9999999,-9999999,16.6596,1.5555,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,02b,Release Test,62.5021666666667,-29.7983333333333,2018-06-06 14:12:41+00:00,02b,*0000000000000010,1956,D:\Data\ar30-03002b.hex,*0000000000000100,2,*0000000000000100,2018-06-06T14:27:57.000Z,99.927,*0000000000000100,98.942,62.50471,-29.79834,6.6319,*0000000000000100,6.6321,*0000000000000100,3.49632,*0000000000000100,3.496352,*0000000000000100,34.9689,34.969,6.4129,*0000000000000100,6.80975,-9999999,-9999999,17.7897,1.1718,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,02b,Release Test,62.5021666666667,-29.7983333333333,2018-06-06 14:12:41+00:00,02b,*0000000000000010,1956,D:\Data\ar30-03002b.hex,*0000000000000100,3,*0000000000000100,2018-06-06T14:31:07.000Z,39.452,*0000000000000100,39.068,62.50523,-29.79833,6.8601,*0000000000000100,6.8605,*0000000000000100,3.51497,*0000000000000100,3.515027,*0000000000000100,34.9736,34.9738,6.5663,*0000000000000100,6.77392,-9999999,-9999999,17.3674,1.3014,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,02b,Release Test,62.5021666666667,-29.7983333333333,2018-06-06 14:12:41+00:00,02b,*0000000000000010,1956,D:\Data\ar30-03002b.hex,*0000000000000100,4,*0000000000000100,2018-06-06T14:33:15.000Z,26.292,*0000000000000100,26.037,62.50557,-29.79836,7.1968,*0000000000000100,7.2022,*0000000000000100,3.5455,*0000000000000100,3.546033,*0000000000000100,34.9744,34.9748,6.9243,*0000000000000100,6.72192,-9999999,-9999999,17.4135,1.2887,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,02b,Release Test,62.5021666666667,-29.7983333333333,2018-06-06 14:12:41+00:00,02b,*0000000000000010,1956,D:\Data\ar30-03002b.hex,*0000000000000100,5,*0000000000000100,2018-06-06T14:35:02.000Z,14.528,*0000000000000100,14.388,62.50585,-29.79834,7.2909,*0000000000000100,7.2913,*0000000000000100,3.55365,*0000000000000100,3.553698,*0000000000000100,34.9743,34.9744,7.0344,*0000000000000100,6.70754,-9999999,-9999999,16.9543,1.4429,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,02b,Release Test,62.5021666666667,-29.7983333333333,2018-06-06 14:12:41+00:00,02b,*0000000000000010,1956,D:\Data\ar30-03002b.hex,*0000000000000100,6,*0000000000000100,2018-06-06T14:36:21.000Z,4.687,*0000000000000100,4.642,62.50603,-29.79831,7.3049,*0000000000000100,7.3048,*0000000000000100,3.554467,*0000000000000100,3.554497,*0000000000000100,34.974,34.9743,7.0305,*0000000000000100,6.70541,-9999999,-9999999,17.1284,1.3822,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,02b,Release Test,62.5021666666667,-29.7983333333333,2018-06-06 14:12:41+00:00,02b,*0000000000000010,1956,D:\Data\ar30-03002b.hex,*0000000000000100,7,*0000000000000100,2018-06-06T14:36:29.000Z,4.574,*0000000000000100,4.53,62.50605,-29.7983,7.3049,*0000000000000100,7.305,*0000000000000100,3.554469,*0000000000000100,3.554513,*0000000000000100,34.9741,34.9744,7.0371,*0000000000000100,6.70541,-9999999,-9999999,17.2774,1.3312,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,3,OSNAP caldip-1,60.8913333333333,-35.361,2018-06-07 08:19:03+00:00,3,*0000000000000100,2998,D:\Data\ar30-03003.hex,*0000000000000100,1,*0000000000000100,2018-06-07T09:20:35.000Z,2998.402,*0000000000000100,2948.939,60.8898,-35.35597,1.352,*0000000000000100,1.3538,*0000000000000100,3.137537,*0000000000000100,3.137507,*0000000000000100,34.8842,34.8818,6.5627,*0000000000000100,7.74242,-9999999,-9999999,24.1139,0.2413,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8849,*0000000000000100,*0000000000000100,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,3,OSNAP caldip-1,60.8913333333333,-35.361,2018-06-07 08:19:03+00:00,3,*0000000000000100,2998,D:\Data\ar30-03003.hex,*0000000000000100,2,*0000000000000100,2018-06-07T09:34:15.000Z,2540.191,*0000000000000100,2500.937,60.88962,-35.35485,3.0054,*0000000000000100,3.0067,*0000000000000100,3.268464,*0000000000000100,3.268433,*0000000000000100,34.9261,34.9243,6.0296,*0000000000000100,7.42646,-9999999,-9999999,55.262,-0.2524,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9311,*0000000000000100,*0000000000000100,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,3,OSNAP caldip-1,60.8913333333333,-35.361,2018-06-07 08:19:03+00:00,3,*0000000000000100,2998,D:\Data\ar30-03003.hex,*0000000000000100,3,*0000000000000100,2018-06-07T09:52:05.000Z,2029.041,*0000000000000100,2000.07,60.88947,-35.35385,3.4602,*0000000000000100,3.4615,*0000000000000100,3.289796,*0000000000000100,3.289805,*0000000000000100,34.9399,34.9387,5.9515,*0000000000000100,7.34336,-9999999,-9999999,55.262,-0.2075,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9435,*0000000000000100,*0000000000000100,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,3,OSNAP caldip-1,60.8913333333333,-35.361,2018-06-07 08:19:03+00:00,3,*0000000000000100,2998,D:\Data\ar30-03003.hex,*0000000000000100,4,*0000000000000100,2018-06-07T10:05:07.000Z,1623.636,*0000000000000100,1601.98,60.88933,-35.35296,3.5143,*0000000000000100,3.515,*0000000000000100,3.274421,*0000000000000100,3.274428,*0000000000000100,34.8966,34.8959,6.2236,*0000000000000100,7.33583,-9999999,-9999999,55.262,-0.0464,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.9008,*0000000000000100,*0000000000000100,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,3,OSNAP caldip-1,60.8913333333333,-35.361,2018-06-07 08:19:03+00:00,3,*0000000000000100,2998,D:\Data\ar30-03003.hex,*0000000000000100,5,*0000000000000100,2018-06-07T10:16:10.000Z,1317.684,*0000000000000100,1301.05,60.8892,-35.35211,3.3742,*0000000000000100,3.3746,*0000000000000100,3.246366,*0000000000000100,3.246374,*0000000000000100,34.863,34.8626,6.5492,*0000000000000100,7.36268,-9999999,-9999999,55.262,-0.0935,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8672,*0000000000000100,*0000000000000100,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,3,OSNAP caldip-1,60.8913333333333,-35.361,2018-06-07 08:19:03+00:00,3,*0000000000000100,2998,D:\Data\ar30-03003.hex,*0000000000000100,6,*0000000000000100,2018-06-07T10:27:13.000Z,1014.468,*0000000000000100,1002.384,60.88902,-35.35098,3.4847,*0000000000000100,3.4851,*0000000000000100,3.244405,*0000000000000100,3.24442,*0000000000000100,34.8769,34.8767,6.5509,*0000000000000100,7.34211,-9999999,-9999999,55.262,-0.5363,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8827,*0000000000000100,*0000000000000100,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,3,OSNAP caldip-1,60.8913333333333,-35.361,2018-06-07 08:19:03+00:00,3,*0000000000000100,2998,D:\Data\ar30-03003.hex,*0000000000000100,7,*0000000000000100,2018-06-07T10:38:53.000Z,812.847,*0000000000000100,803.551,60.88882,-35.34967,3.5534,*0000000000000100,3.5535,*0000000000000100,3.242305,*0000000000000100,3.242309,*0000000000000100,34.8835,34.8835,6.554,*0000000000000100,7.32948,-9999999,-9999999,55.262,-0.8099,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8847,*0000000000000100,*0000000000000100,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,3,OSNAP caldip-1,60.8913333333333,-35.361,2018-06-07 08:19:03+00:00,3,*0000000000000100,2998,D:\Data\ar30-03003.hex,*0000000000000100,8,*0000000000000100,2018-06-07T10:48:09.000Z,609.473,*0000000000000100,602.797,60.88873,-35.34912,3.6459,*0000000000000100,3.6464,*0000000000000100,3.242139,*0000000000000100,3.24219,*0000000000000100,34.8902,34.8903,6.5494,*0000000000000100,7.31265,-9999999,-9999999,55.262,-0.8599,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8912,*0000000000000100,*0000000000000100,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,3,OSNAP caldip-1,60.8913333333333,-35.361,2018-06-07 08:19:03+00:00,3,*0000000000000100,2998,D:\Data\ar30-03003.hex,*0000000000000100,9,*0000000000000100,2018-06-07T10:57:27.000Z,407.483,*0000000000000100,403.215,60.88864,-35.34846,3.7398,*0000000000000100,3.7402,*0000000000000100,3.241322,*0000000000000100,3.241387,*0000000000000100,34.8883,34.8886,6.548,*0000000000000100,7.29607,-9999999,-9999999,55.262,-0.9923,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8932,*0000000000000100,*0000000000000100,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,3,OSNAP caldip-1,60.8913333333333,-35.361,2018-06-07 08:19:03+00:00,3,*0000000000000100,2998,D:\Data\ar30-03003.hex,*0000000000000100,10,*0000000000000100,2018-06-07T11:07:04.000Z,205.655,*0000000000000100,203.6,60.8885,-35.34776,4.0482,*0000000000000100,4.0485,*0000000000000100,3.259844,*0000000000000100,3.259899,*0000000000000100,34.8895,34.8898,6.4619,*0000000000000100,7.24168,-9999999,-9999999,55.262,-0.9556,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8951,*0000000000000100,*0000000000000100,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,3,OSNAP caldip-1,60.8913333333333,-35.361,2018-06-07 08:19:03+00:00,3,*0000000000000100,2998,D:\Data\ar30-03003.hex,*0000000000000100,11,*0000000000000100,2018-06-07T11:15:03.000Z,105.38,*0000000000000100,104.353,60.88844,-35.34732,4.6914,*0000000000000100,4.6919,*0000000000000100,3.313183,*0000000000000100,3.313258,*0000000000000100,34.8914,34.8917,6.6791,*0000000000000100,7.13055,-9999999,-9999999,55.262,-0.5936,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,34.8959,*0000000000000100,*0000000000000100,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,3,OSNAP caldip-1,60.8913333333333,-35.361,2018-06-07 08:19:03+00:00,3,*0000000000000100,2998,D:\Data\ar30-03003.hex,*0000000000000100,12,*0000000000000100,2018-06-07T11:15:11.000Z,105.552,*0000000000000100,104.523,60.88844,-35.34732,4.6913,*0000000000000100,4.6911,*0000000000000100,3.313178,*0000000000000100,3.313184,*0000000000000100,34.8914,34.8917,6.6804,*0000000000000100,7.13057,-9999999,-9999999,55.262,-0.6047,*0000000000010000,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999.0,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
